id,name,type,sport_type,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,elev_high,elev_low,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,average_watts,suffer_score,calories,start_latlng,end_latlng,achievement_count,kudos_count,trainer,commute,manual,gear_id,description,distance_km,moving_time_min,pace_min_km,pace_str
16922339254,Lunch Run,Run,Run,2026-01-03T11:02:12Z,7019.6,2956,3343,32.4,21.4,3.8,2.375,3.64,178.2,195.0,,150.4,116.0,,"51.474467,-0.155906","51.50353,-0.153611",2,1,0,0,0,g26095750,,7.0196,49.27,7.0184,7:01
16922369907,Blok Strength,Workout,Workout,2026-01-02T12:35:33Z,0.0,2700,2700,0,,,0.0,0,,,,,,,,,0,1,0,0,1,,,,45.0,,
16829908466,Christmas Eve Run,Run,Run,2025-12-24T12:49:56Z,10606.5,5013,5061,235.2,232.6,124.4,2.116,4.1,172.2,191.0,,142.7,159.0,,"54.352942,-2.636134","54.324515,-2.530094",0,2,0,0,0,g26095750,,10.6065,83.55,7.8772,7:52
16775911723,Lunch Run,Run,Run,2025-12-18T11:52:32Z,5007.7,2488,2524,37.4,13.2,0.2,2.013,3.62,161.5,175.0,,127.9,55.0,,"55.238105,-4.855677","55.23998,-4.856682",0,0,0,0,0,g26095750,,5.0077,41.47,8.2806,8:16
16756536089,Morning Run,Run,Run,2025-12-16T10:06:10Z,5026.4,1965,2097,29.6,12.6,2.6,2.558,5.2,170.3,182.0,,162.0,56.0,,"55.238428,-4.855636","55.238202,-4.855743",0,1,0,0,0,g26095750,,5.0264,32.75,6.5156,6:30
16728923387,Battersea Park Run,Run,Run,2025-12-13T09:03:10Z,5010.0,1750,1754,7.4,6.2,3.0,2.863,4.113,179.0,195.0,,175.1,73.0,,"51.478973,-0.159828","51.478242,-0.163122",31,1,0,0,0,g26095750,,5.01,29.17,5.8217,5:49
16712875495,Lunch Run,Run,Run,2025-12-11T12:07:51Z,6724.4,3218,3238,44.6,13.4,3.8,2.09,3.46,158.5,170.0,,129.4,62.0,,"51.477753,-0.150482","51.476283,-0.156508",2,1,0,0,0,g26095750,,6.7244,53.63,7.9759,7:58
16694185992,Afternoon Swim,Swim,Swim,2025-12-09T13:27:12Z,800.0,2203,2203,0,0.0,0.0,0.363,5.0,111.1,135.0,,,6.0,,,,0,0,1,0,0,,,0.8,36.72,45.8958,45:53
16694185938,Lunch Workout,Workout,Workout,2025-12-09T12:34:04Z,0.0,1461,1461,0,0.0,0.0,0.0,0.0,162.1,184.0,,,31.0,,,,0,0,1,0,0,,,,24.35,,
16694186020,Lunch Run,Run,Run,2025-12-09T11:35:39Z,5009.5,2110,2114,20.8,12.8,2.8,2.374,3.56,173.2,188.0,,147.1,71.0,,"51.475783,-0.156465","51.477519,-0.151473",0,0,0,0,0,g26095750,,5.0095,35.17,7.02,7:01
16684235721,1Rebel Reformer,Workout,Pilates,2025-12-08T12:15:10Z,0.0,2699,2699,0,0.0,0.0,0.0,0.0,86.1,119.0,,,4.0,,,,0,0,1,0,0,,,,44.98,,
16674267015,Morning Run,Run,Run,2025-12-07T09:47:51Z,5025.8,2041,2097,24.2,16.0,2.6,2.462,4.878,171.5,187.0,,151.1,104.0,,"51.475815,-0.156527","51.477216,-0.152372",3,3,0,0,0,g26095750,,5.0258,34.02,6.7684,6:46
16657744091,Afternoon Run,Run,Run,2025-12-05T14:07:35Z,10005.8,4047,4141,54.0,9.6,3.0,2.472,5.14,177.6,191.0,,153.7,244.0,,"51.475448,-0.160756","51.475719,-0.159602",10,1,0,0,0,g27048336,,10.0058,67.45,6.7411,6:44
16648170530,Lunch Run,Run,Run,2025-12-04T12:58:45Z,5025.4,1936,1936,21.8,13.2,3.4,2.596,4.2,180.6,198.0,,158.4,125.0,,"51.475749,-0.156464","51.477444,-0.151691",5,0,0,0,0,g26095750,,5.0254,32.27,6.4207,6:25
16636468939,Morning Run,Run,Run,2025-12-02T10:36:00Z,4025.0,1656,1745,23.6,33.6,21.4,2.431,3.52,165.5,188.0,,150.2,67.0,,"51.459863,-0.142953","51.459906,-0.142773",5,1,0,0,0,g26095750,,4.025,27.6,6.8571,6:51
16636468895,Morning Pilates,Workout,Pilates,2025-12-01T10:17:39Z,0.0,2569,2569,0,0.0,0.0,0.0,0.0,102.1,149.0,,,7.0,,,,0,0,1,0,0,,,,42.82,,
16610426878,Afternoon Run,Run,Run,2025-11-30T13:28:31Z,3015.2,1130,1134,8.4,7.4,3.4,2.668,4.7,177.1,193.0,,161.7,66.0,,"51.475907,-0.156506","51.476399,-0.155862",3,1,0,0,0,g26095750,,3.0152,18.83,6.2461,6:14
16590846822,Lunch Run,Run,Run,2025-11-28T12:26:06Z,4393.2,1785,1790,14.8,7.4,2.6,2.461,4.4,183.4,190.0,,151.4,121.0,,"51.475787,-0.156514","51.476279,-0.156706",2,1,0,0,0,g26095750,,4.3932,29.75,6.7718,6:46
16590846731,Padel,Workout,Tennis,2025-11-27T18:09:41Z,0.0,3038,3038,0,0.0,0.0,0.0,0.0,122.6,156.0,,,13.0,,,,0,1,1,0,0,,,,50.63,,
16512376608,Rainforest run,Run,Run,2025-11-20T13:48:18Z,3505.8,1539,1596,89.6,776.4,742.8,2.278,4.0,173.3,190.0,,140.8,81.0,,"5.42103,100.26419","5.425521,100.267693",0,1,0,0,0,g26095750,,3.5058,25.65,7.3164,7:18
16436490856,Afternoon Run,Run,Run,2025-11-12T15:14:06Z,5034.2,2177,2183,13.2,7.0,2.8,2.312,3.38,167.8,181.0,,142.1,99.0,,"51.475751,-0.156479","51.477802,-0.150472",0,0,0,0,0,g26095750,,5.0342,36.28,7.2074,7:12
16392233130,Morning Run,Run,Run,2025-11-08T10:01:46Z,10078.8,3739,3742,23.4,16.4,10.6,2.696,4.187,189.4,204.0,,165.6,276.0,,"51.540172,-0.030098","51.53886,-0.030282",57,2,0,0,0,g27048336,,10.0788,62.32,6.1829,6:10
16392233075,Afternoon Yoga,Yoga,Yoga,2025-11-04T16:42:33Z,0.0,3789,3789,0,0.0,0.0,0.0,0.0,66.1,89.0,,,4.0,,,,0,0,1,0,0,,,,63.15,,
16333150186,1Rebel Reshape,Workout,HighIntensityIntervalTraining,2025-11-02T13:59:44Z,0.0,3651,3651,0,0.0,0.0,0.0,0.0,148.4,191.0,,,80.0,,,,0,0,1,0,0,,,,60.85,,
16306451230,Evening Run,Run,Run,2025-10-30T20:15:25Z,10023.8,3778,3782,44.6,12.4,3.0,2.653,4.78,179.3,196.0,,161.8,239.0,,"51.475828,-0.156515","51.479856,-0.150519",27,2,0,0,0,g26095750,,10.0238,62.97,6.2817,6:16
16259962492,Greenwich Park 10k,Run,Run,2025-10-26T09:31:58Z,10021.8,3860,3864,139.2,49.0,11.4,2.596,3.92,179.8,197.0,,161.7,247.0,,"51.476837,0.002907","51.476524,0.001859",26,2,0,0,0,g26095750,,10.0218,64.33,6.4193,6:25
16242325873,Afternoon Run,Run,Run,2025-10-24T15:14:57Z,5010.4,1707,1707,16.8,7.6,3.2,2.935,4.38,184.6,201.0,,179.8,113.0,,"51.475813,-0.156469","51.477846,-0.15044",17,3,0,0,0,g26095750,,5.0104,28.45,5.6782,5:40
16226817256,Night Run,Run,Run,2025-10-22T22:36:44Z,4013.7,1420,1512,29.6,15.0,0.0,2.827,4.42,182.4,193.0,,150.5,94.0,,"51.47439,-0.155848","51.476448,-0.152667",5,1,0,0,0,g26095750,,4.0137,23.67,5.8965,5:53
16214344783,1Rebel Reshape,Workout,HighIntensityIntervalTraining,2025-10-21T18:30:45Z,0.0,2813,2813,0,0.0,0.0,0.0,0.0,155.0,192.0,,,86.0,,,,0,0,1,0,0,,,,46.88,,
16214344680,Reformer Pilates,Workout,Pilates,2025-10-19T12:08:57Z,0.0,2716,2716,0,0.0,0.0,0.0,0.0,68.3,90.0,,,3.0,,,,0,0,1,0,0,,,,45.27,,
16172065399,Afternoon Run,Run,Run,2025-10-17T17:42:39Z,4682.0,1828,1828,11.2,10.8,2.4,2.561,4.8,166.7,195.0,,161.1,76.0,,"51.475928,-0.156521","51.476123,-0.158129",21,0,0,0,0,g26095750,,4.682,30.47,6.5072,6:30
16116235544,Oxford Half!,Run,Run,2025-10-12T09:56:16Z,21377.8,8625,8629,247.8,80.4,56.6,2.479,3.78,187.6,200.0,,152.8,619.0,,"51.757046,-1.251876","51.757326,-1.251993",0,5,0,0,0,g26095750,,21.3778,143.75,6.7243,6:43
16089526235,Evening Pilates,Workout,Pilates,2025-10-09T19:03:05Z,0.0,2885,2885,0,0.0,0.0,0.0,0.0,87.8,114.0,,,5.0,,,,0,0,1,0,0,,,,48.08,,
16052763053,Afternoon Run,Run,Run,2025-10-06T15:56:34Z,5008.4,1845,1845,7.2,7.6,3.0,2.715,3.88,177.8,201.0,,167.3,109.0,,"51.476303,-0.156737","51.477607,-0.150978",14,1,0,0,0,g26095750,,5.0084,30.75,6.1397,6:08
15975628994,Lunch Run,Run,Run,2025-09-29T12:42:00Z,16808.8,7513,7769,92.8,21.2,3.4,2.237,5.18,182.1,193.0,,138.7,483.0,,"51.474522,-0.155442","51.566083,-0.001135",6,2,0,0,0,g26095750,,16.8088,125.22,7.4495,7:26
15930457964,Morning Run,Run,Run,2025-09-25T10:52:28Z,5046.5,2078,2078,14.8,7.0,3.0,2.429,4.32,172.7,188.0,,149.3,109.0,,"51.475722,-0.156426","51.475736,-0.162554",13,0,0,0,0,g26095750,,5.0465,34.63,6.8628,6:51
15925208353,Evening Run,Run,Run,2025-09-24T18:36:24Z,7213.8,2879,2907,81.2,47.8,13.6,2.506,4.2,174.3,193.0,,154.1,157.0,,"51.463564,-0.118031","51.455339,-0.11185",38,0,0,0,0,g26095750,,7.2138,47.98,6.6516,6:39
15902646405,Psycle,Ride,Ride,2025-09-22T18:31:39Z,0.0,3154,3154,0,0.0,0.0,0.0,0.0,159.4,192.0,,,113.0,,,,0,0,1,0,0,,,,52.57,,
15886770017,Morning Run,Run,Run,2025-09-21T09:55:26Z,16205.9,7299,7952,89.4,50.6,2.6,2.22,4.879,166.7,181.0,,138.3,315.0,,"51.49664,-0.141622","51.504932,-0.12999",19,3,0,0,0,g26095750,,16.2059,121.65,7.5065,7:30
15873823025,1Rebel Reshape,Workout,HighIntensityIntervalTraining,2025-09-19T16:13:22Z,0.0,2857,2857,0,0.0,0.0,0.0,0.0,162.9,197.0,,,107.0,,,,0,0,1,0,0,,,,47.62,,
15822170878,Afternoon Run,Run,Run,2025-09-15T17:01:22Z,14010.5,5970,6941,152.6,63.8,6.2,2.347,5.9,178.1,194.0,,150.8,349.0,,"51.43434,-0.248135","51.467946,-0.144592",4,1,0,0,0,g26095750,,14.0105,99.5,7.1018,7:06
15796287471,Morning Run,Run,Run,2025-09-13T09:36:19Z,12009.7,5220,6624,87.0,13.6,0.0,2.301,7.38,169.2,194.0,,143.7,247.0,,"51.488045,-0.123348","51.510771,-0.0979",8,2,0,0,0,g26095750,,12.0097,87.0,7.2441,7:14
15763310780,1Rebel Reshape,Workout,HighIntensityIntervalTraining,2025-09-09T18:15:41Z,0.0,2765,2765,0,0.0,0.0,0.0,0.0,162.7,196.0,,,102.0,,,,0,1,1,0,0,,,,46.08,,
15726466659,Wimbledon Common 10k,Run,Run,2025-09-07T09:50:16Z,10261.0,4289,4293,100.8,61.8,11.8,2.392,3.56,190.7,205.0,,148.3,319.0,,"51.434575,-0.247085","51.433983,-0.249971",0,5,0,0,0,g26095750,,10.261,71.48,6.9665,6:57
15699794923,Evening Run,Run,Run,2025-09-04T20:48:01Z,5013.7,2155,2164,11.0,7.2,3.0,2.327,3.54,175.8,188.0,,143.0,128.0,,"51.475778,-0.156462","51.47657,-0.162939",7,0,0,0,0,g26095750,,5.0137,35.92,7.1637,7:09
15636687314,Morning Run,Run,Run,2025-08-30T10:59:19Z,10019.8,4351,4359,55.6,14.0,3.2,2.303,4.92,187.1,203.0,,142.0,306.0,,"51.475985,-0.156548","51.476272,-0.15686",18,2,0,0,0,g26095750,,10.0198,72.52,7.2373,7:14
15608984128,Evening Run,Run,Run,2025-08-27T20:45:19Z,3012.2,1163,1167,6.2,7.8,3.4,2.59,3.4,185.8,196.0,,159.6,78.0,,"51.475896,-0.156456","51.47584,-0.156467",5,0,0,0,0,g26095750,,3.0122,19.38,6.4349,6:26
15595799136,Evening Pilates,Workout,Pilates,2025-08-26T18:14:59Z,0.0,3153,3153,0,0.0,0.0,0.0,0.0,107.6,170.0,,,11.0,,,,0,0,1,0,0,,,,52.55,,
15583489202,Afternoon Tennis,Workout,Tennis,2025-08-25T14:13:09Z,0.0,2809,2809,0,0.0,0.0,0.0,0.0,150.9,179.0,,,63.0,,,,0,1,1,0,0,,,,46.82,,
15483252915,Evening Run,Run,Run,2025-08-14T19:05:25Z,4025.3,1647,1666,25.6,14.0,0.2,2.444,3.64,179.4,194.0,,149.6,102.0,,"51.475715,-0.156479","51.477358,-0.162936",4,0,0,0,0,g26095750,,4.0253,27.45,6.8194,6:49
15358369557,Night Run,Run,Run,2025-08-05T22:43:31Z,9020.3,3862,3959,48.0,13.2,2.6,2.336,4.8,168.6,181.0,,143.6,180.0,,"51.474411,-0.155532","51.474691,-0.154417",5,2,0,0,0,g26095750,,9.0203,64.37,7.1358,7:08
15329352527,Morning Run,Run,Run,2025-08-03T10:09:33Z,5019.5,1857,1860,13.6,6.8,2.6,2.703,4.32,179.2,197.0,,164.6,114.0,,"51.475789,-0.156401","51.477832,-0.150473",19,1,0,0,0,g26095750,,5.0195,30.95,6.166,6:09
15318074568,Lunch Run,Run,Run,2025-08-02T12:29:17Z,3011.5,1186,1236,10.0,10.2,3.8,2.539,4.58,170.0,185.0,,153.8,58.0,,"51.485773,-0.172999","51.480401,-0.148872",5,1,0,0,0,g26095750,,3.0115,19.77,6.5637,6:33
15317502231,Morning Pilates,Workout,Pilates,2025-08-02T10:59:55Z,0.0,3670,3670,0,0.0,0.0,0.0,0.0,100.7,146.0,,,10.0,,,,0,0,1,0,0,,,,61.17,,
15301774735,Evening Run,Run,Run,2025-07-31T20:44:20Z,5010.3,1758,1762,7.0,6.2,2.2,2.85,4.0,185.4,200.0,,173.4,121.0,,"51.476191,-0.156706","51.475674,-0.159623",16,2,0,0,0,g26095750,,5.0103,29.3,5.848,5:50
15261346013,Morning Run,Run,Run,2025-07-28T08:38:39Z,2090.8,831,2164,8.6,8.2,4.2,2.516,4.08,162.6,182.0,,160.0,31.0,,"36.719902,-4.425173","36.717082,-4.428556",0,1,0,0,0,g26095750,,2.0908,13.85,6.6243,6:37
15231326268,Lunch Run,Run,Run,2025-07-25T12:34:08Z,5214.4,2580,2648,92.8,80.0,19.2,2.021,2.88,171.8,190.0,,126.5,133.0,,"36.502699,-4.968686","36.502738,-4.968847",0,0,0,0,0,g26095750,,5.2144,43.0,8.2464,8:14
15207988630,Lunch Run,Run,Run,2025-07-23T11:07:59Z,7067.2,3430,5625,158.2,49.2,0.0,2.06,33.384,171.1,198.0,,149.6,151.0,,"36.502687,-4.968669","36.505039,-4.970093",0,1,0,0,0,g26095750,,7.0672,57.17,8.089,8:05
15175797058,Morning Pilates,Workout,Pilates,2025-07-20T10:44:13Z,0.0,2793,2793,0,0.0,0.0,0.0,0.0,92.0,129.0,,,6.0,,,,0,0,1,0,0,,,,46.55,,
15165071815,Morning Run,Run,Run,2025-07-19T09:01:42Z,5026.1,2124,2137,24.4,29.0,20.0,2.366,3.78,168.9,187.0,,150.6,96.0,,"51.461676,-0.139765","51.46246,-0.140549",0,2,0,0,0,g26095750,,5.0261,35.4,7.0432,7:02
15158428003,Evening Run,Run,Run,2025-07-18T20:35:29Z,3406.1,1401,1438,15.6,9.0,3.4,2.431,4.43,170.7,197.0,,152.7,63.0,,"51.475785,-0.156485","51.474739,-0.1527",5,1,0,0,0,g26095750,,3.4061,23.35,6.8553,6:51
15137126335,Evening Tennis,Workout,Tennis,2025-07-16T18:31:28Z,0.0,3707,3707,0,0.0,0.0,0.0,0.0,110.6,146.0,,,11.0,,,,0,1,1,0,0,,,,61.78,,
15126081341,Evening Run,Run,Run,2025-07-15T20:43:41Z,3056.1,1262,1262,5.2,7.0,3.8,2.422,3.74,162.7,172.0,,147.5,37.0,,"51.475831,-0.156536","51.476077,-0.156585",5,0,0,0,0,g26095750,,3.0561,21.03,6.8824,6:52
15100590592,Morning Ride,Ride,Ride,2025-07-13T10:59:09Z,0.0,2966,2966,0,0.0,0.0,0.0,0.0,143.5,175.0,,,42.0,,,,0,0,1,0,0,,,,49.43,,
15093604702,Evening Run,Run,Run,2025-07-12T20:42:45Z,10025.6,4008,4012,44.4,12.8,2.0,2.501,5.16,180.9,203.0,,149.7,229.0,,"51.475812,-0.156446","51.476574,-0.155048",21,3,0,0,0,g26095750,,10.0256,66.8,6.6629,6:39
15061963643,Night Run,Run,Run,2025-07-09T21:02:10Z,6523.4,3023,3041,33.0,8.6,3.2,2.158,3.66,165.0,179.0,,130.5,101.0,,"51.476116,-0.156626","51.476196,-0.157808",2,0,0,0,0,g26095750,,6.5234,50.38,7.7235,7:43
15039225173,Night Run,Run,Run,2025-07-07T21:45:36Z,3008.9,1218,1218,11.8,7.0,2.8,2.47,3.98,164.3,194.0,,149.3,39.0,,"51.475743,-0.156455","51.476416,-0.155755",5,2,0,0,0,g26095750,,3.0089,20.3,6.7467,6:44
15011943212,Morning Run,Run,Run,2025-07-05T09:02:38Z,5068.0,1856,1860,5.8,6.2,2.6,2.731,3.54,189.9,205.0,,165.2,126.0,,"51.478962,-0.15984","51.47786,-0.163005",29,6,0,0,0,g26095750,,5.068,30.93,6.1037,6:06
14998928246,Night Run,Run,Run,2025-07-03T21:20:25Z,7048.7,3004,3043,42.8,13.2,2.2,2.346,4.36,178.0,189.0,,141.0,163.0,,"51.476144,-0.156606","51.482752,-0.154901",4,2,0,0,0,g26095750,,7.0487,50.07,7.103,7:06
14940255927,10k race,Run,Run,2025-06-28T10:04:11Z,10208.5,4307,4366,76.8,44.6,30.2,2.37,3.45,192.6,206.0,,143.0,305.0,,"51.530267,-0.146542","51.529849,-0.147251",18,4,0,0,0,g26095750,,10.2085,71.78,7.0317,7:01
14902398479,Afternoon Run,Run,Run,2025-06-24T16:48:19Z,5007.3,1945,1961,17.0,11.0,2.6,2.574,4.92,171.1,190.0,,155.8,83.0,,"55.238297,-4.855579","55.235716,-4.857495",0,2,0,0,0,g26095750,,5.0073,32.42,6.4739,6:28
14885126450,Night Run,Run,Run,2025-06-22T21:15:46Z,5017.8,2098,2104,26.2,15.4,1.8,2.392,3.36,164.2,179.0,,146.1,67.0,,"55.238351,-4.85564","55.238745,-4.855697",0,1,0,0,0,g26095750,,5.0178,34.97,6.9685,6:58
14841574763,Evening Run,Run,Run,2025-06-18T18:48:05Z,2514.1,1071,1075,4.4,7.2,2.8,2.347,3.193,175.8,188.0,,142.6,55.0,,"51.475785,-0.156414","51.478581,-0.14957",0,2,0,0,0,g26095750,,2.5141,17.85,7.1,7:05
14800289786,Evening Run,Run,Run,2025-06-14T20:05:02Z,8064.5,3658,3681,40.6,8.6,1.4,2.205,3.92,175.8,187.0,,136.8,183.0,,"51.494555,-0.244861","51.489874,-0.242586",1,2,0,0,0,g26095750,,8.0645,60.97,7.5599,7:33
14800289438,Barre,Workout,Workout,2025-06-14T12:01:59Z,0.0,2741,2741,0,0.0,0.0,0.0,0.0,107.3,156.0,,,8.0,,,,0,0,1,0,0,,,,45.68,,
14770038377,Evening Run,Run,Run,2025-06-11T20:52:30Z,3017.2,1216,1222,7.6,7.4,2.4,2.481,3.3,174.4,191.0,,150.6,66.0,,"51.475767,-0.156434","51.476414,-0.155784",1,1,0,0,0,g26095750,,3.0172,20.27,6.717,6:43
14748386128,Evening Run,Run,Run,2025-06-09T20:32:05Z,5032.0,2125,2135,34.6,19.4,3.0,2.368,4.72,170.9,203.0,,143.4,105.0,,"51.475865,-0.156548","51.477458,-0.151642",4,2,0,0,0,g26095750,,5.032,35.42,7.0383,7:02
14722261259,Morning Run,Run,Run,2025-06-07T10:37:57Z,3079.2,1370,1396,14.2,17.2,8.2,2.248,3.6,168.9,184.0,,137.5,65.0,,"51.565925,-0.001282","51.564612,-0.007164",0,1,0,0,0,g26095750,,3.0792,22.83,7.4153,7:24
14696981777,Evening Run,Run,Run,2025-06-04T18:47:12Z,5017.7,2243,2246,11.2,7.0,3.2,2.237,3.36,181.8,193.0,,137.8,146.0,,"51.475973,-0.156457","51.476384,-0.156028",5,2,0,0,0,g26095750,,5.0177,37.38,7.4503,7:27
14672247337,Lovely plod,Run,Run,2025-06-02T13:37:53Z,3020.1,1349,1352,8.8,6.6,2.8,2.239,3.24,174.6,192.0,,135.3,72.0,,"51.476217,-0.156911","51.476279,-0.156629",0,0,0,0,0,g26095750,,3.0201,22.48,7.4446,7:26
